,patch,gameid,result,date,side,firstPick,top,jng,mid,bot,sup,ban1,ban2,ban3,ban4,ban5,opp_top,opp_jng,opp_mid,opp_bot,opp_sup
22720,16.4,NA1_5498737546,1,,Blue,1,Fiora,Zed,Yasuo,Hwei,Braum,Malphite,Kindred,Jax,Blitzcrank,Diana,Poppy,Maokai,Volibear,Ezreal,Karma
22721,16.4,NA1_5498737546,0,,Red,0,Poppy,Maokai,Volibear,Ezreal,Karma,Sivir,Jayce,Ambessa,Zoe,Kayn,Fiora,Zed,Yasuo,Hwei,Braum
22722,16.4,NA1_5499511155,1,,Blue,1,Wukong,Lee Sin,Anivia,Nilah,Sona,Talon,Sion,Bel'Veth,Lulu,Corki,Irelia,Qiyana,Akali,Kog'Maw,Zilean
22723,16.4,NA1_5499511155,0,,Red,0,Irelia,Qiyana,Akali,Kog'Maw,Zilean,Galio,Draven,Riven,Pyke,Briar,Wukong,Lee Sin,Anivia,Nilah,Sona
22724,16.4,NA1_5503402091,0,,Blue,1,Aatrox,Lee Sin,Anivia,Yunara,Rakan,Mel,Riven,Jayce,Irelia,Draven,Zaahen,Ambessa,Neeko,Aurelion Sol,Maokai
22725,16.4,NA1_5503402091,1,,Red,0,Zaahen,Ambessa,Neeko,Aurelion Sol,Maokai,,Ezreal,Orianna,Azir,Irelia,Aatrox,Lee Sin,Anivia,Yunara,Rakan
22726,16.4,NA1_5504879669,1,,Blue,1,Kennen,Amumu,Smolder,Jinx,Thresh,Ziggs,Rek'Sai,Syndra,Yorick,Zed,Irelia,Jarvan IV,Poppy,Xerath,Braum
22727,16.4,NA1_5504879669,0,,Red,0,Irelia,Jarvan IV,Poppy,Xerath,Braum,Fiddlesticks,Karma,Rengar,Renekton,Orianna,Kennen,Amumu,Smolder,Jinx,Thresh
22728,16.4,NA1_5504047012,1,,Blue,1,Yorick,Hecarim,Lux,Tristana,Nasus,Volibear,LeBlanc,Zaahen,Draven,Master Yi,Irelia,Shaco,Zac,Kai'Sa,Zoe
22729,16.4,NA1_5504047012,0,,Red,0,Irelia,Shaco,Zac,Kai'Sa,Zoe,Dr. Mundo,Sylas,Graves,Mordekaiser,Akali,Yorick,Hecarim,Lux,Tristana,Nasus
22730,16.4,NA1_5504371646,1,,Blue,1,Camille,Jarvan IV,LeBlanc,Ezreal,Karma,Hecarim,Draven,Bel'Veth,,Viktor,Irelia,Fizz,Akshan,Mel,Nami
22731,16.4,NA1_5504371646,0,,Red,0,Irelia,Fizz,Akshan,Mel,Nami,Jayce,Sivir,Pyke,Qiyana,Kha'Zix,Camille,Jarvan IV,LeBlanc,Ezreal,Karma
22732,16.4,NA1_5505221624,1,,Blue,1,Rumble,Heimerdinger,Naafiri,Corki,Nautilus,Graves,Yunara,Irelia,Yasuo,Gwen,Fiora,Zaahen,Lissandra,Twitch,Lulu
22733,16.4,NA1_5505221624,0,,Red,0,Fiora,Zaahen,Lissandra,Twitch,Lulu,Yasuo,Akali,Graves,Gwen,Vayne,Rumble,Heimerdinger,Naafiri,Corki,Nautilus
22734,16.4,NA1_5499165381,0,,Blue,1,Gangplank,Kha'Zix,Vladimir,Ezreal,Alistar,Gwen,Sion,Aurora,Pyke,Sona,Lucian,Graves,Ahri,Lux,Leona
22735,16.4,NA1_5499165381,1,,Red,0,Lucian,Graves,Ahri,Lux,Leona,Nautilus,Rengar,Olaf,Zaahen,Zed,Gangplank,Kha'Zix,Vladimir,Ezreal,Alistar
22736,16.4,NA1_5499868043,1,,Blue,1,Kennen,Viego,Ekko,Cho'Gath,Janna,Malphite,Nunu & Willump,Kha'Zix,Jayce,Jax,Aatrox,Trundle,Viktor,Seraphine,Maokai
22737,16.4,NA1_5499868043,0,,Red,0,Aatrox,Trundle,Viktor,Seraphine,Maokai,Rengar,Hwei,Lulu,Vladimir,Kha'Zix,Kennen,Viego,Ekko,Cho'Gath,Janna
22738,16.4,NA1_5500361376,1,,Blue,1,Ambessa,Lee Sin,Aurelion Sol,Zyra,Rakan,Zed,Ekko,Blitzcrank,Teemo,Sivir,Yasuo,Kha'Zix,Yone,Kai'Sa,Rell
22739,16.4,NA1_5500361376,0,,Red,0,Yasuo,Kha'Zix,Yone,Kai'Sa,Rell,Zaahen,Akali,Pyke,Aatrox,Caitlyn,Ambessa,Lee Sin,Aurelion Sol,Zyra,Rakan
22740,16.4,NA1_5500704062,0,,Blue,1,Zaahen,Kindred,Ahri,Ashe,Milio,Teemo,Braum,Pyke,Qiyana,Kha'Zix,Yasuo,Volibear,Akali,Senna,Vel'Koz
22741,16.4,NA1_5500704062,1,,Red,0,Yasuo,Volibear,Akali,Senna,Vel'Koz,Malphite,Ambessa,Thresh,Pyke,Lissandra,Zaahen,Kindred,Ahri,Ashe,Milio
22742,16.5,NA1_5505492395,0,,Blue,1,K'Sante,Vi,Ahri,Aphelios,Nami,Zed,Graves,Morgana,Vayne,Twitch,Rumble,Xin Zhao,Lucian,Xerath,Jax
22743,16.5,NA1_5505492395,1,,Red,0,Rumble,Xin Zhao,Lucian,Xerath,Jax,Talon,Karma,Akali,Zed,Poppy,K'Sante,Vi,Ahri,Aphelios,Nami
22744,16.4,NA1_5505458014,1,,Blue,1,Akali,Talon,Nasus,Smolder,Neeko,Ambessa,Pyke,Hecarim,Shen,Mel,Singed,Kha'Zix,LeBlanc,Yunara,Maokai
22745,16.4,NA1_5505458014,0,,Red,0,Singed,Kha'Zix,LeBlanc,Yunara,Maokai,Ambessa,Senna,Naafiri,Yasuo,Aatrox,Akali,Talon,Nasus,Smolder,Neeko
22746,16.4,NA1_5499525952,1,,Blue,1,Urgot,Master Yi,Hwei,Seraphine,Lulu,Fiora,Pyke,,Kha'Zix,Draven,Jax,Shaco,Ryze,Jinx,Nami
22747,16.4,NA1_5499525952,0,,Red,0,Jax,Shaco,Ryze,Jinx,Nami,Akshan,Caitlyn,Elise,Yasuo,Sona,Urgot,Master Yi,Hwei,Seraphine,Lulu
22748,16.4,NA1_5498432979,1,,Blue,1,Dr. Mundo,Jarvan IV,Aurora,Xerath,Nami,Kai'Sa,Fiora,Pyke,Zac,Bel'Veth,Kennen,Lee Sin,Ryze,Ezreal,Pantheon
22749,16.4,NA1_5498432979,0,,Red,0,Kennen,Lee Sin,Ryze,Ezreal,Pantheon,Braum,Bel'Veth,Orianna,Kha'Zix,Akali,Dr. Mundo,Jarvan IV,Aurora,Xerath,Nami
22750,16.4,NA1_5503679824,0,,Blue,1,Briar,Hecarim,Viktor,Jinx,Seraphine,Fiddlesticks,Rengar,Pyke,Akali,Jax,Garen,Lee Sin,Annie,Yunara,Braum
22751,16.4,NA1_5503679824,1,,Red,0,Garen,Lee Sin,Annie,Yunara,Braum,Fiora,Jayce,Ambessa,Mel,Kog'Maw,Briar,Hecarim,Viktor,Jinx,Seraphine
22752,16.5,NA1_5505556184,0,,Blue,1,Zoe,Master Yi,Kassadin,Jhin,Nami,Irelia,Rengar,Zed,Kai'Sa,Lee Sin,Teemo,Diana,Taliyah,Miss Fortune,Amumu
22753,16.5,NA1_5505556184,1,,Red,0,Teemo,Diana,Taliyah,Miss Fortune,Amumu,Shaco,Draven,Zed,Kindred,Sion,Zoe,Master Yi,Kassadin,Jhin,Nami
22754,16.4,NA1_5501370579,1,,Blue,1,Akali,Udyr,Orianna,Jhin,Nautilus,Ambessa,Gwen,Zed,Pyke,Syndra,Aatrox,Graves,Ryze,Vayne,Zilean
22755,16.4,NA1_5501370579,0,,Red,0,Aatrox,Graves,Ryze,Vayne,Zilean,Ekko,,Gwen,Blitzcrank,Vladimir,Akali,Udyr,Orianna,Jhin,Nautilus
22756,16.4,NA1_5499714424,0,,Blue,1,Ambessa,Lee Sin,Ahri,Jinx,Blitzcrank,Shaco,Irelia,Naafiri,Yasuo,Draven,Riven,Bel'Veth,Sion,Zyra,Janna
22757,16.4,NA1_5499714424,1,,Red,0,Riven,Bel'Veth,Sion,Zyra,Janna,Sivir,Lux,Graves,Zaahen,Ryze,Ambessa,Lee Sin,Ahri,Jinx,Blitzcrank
22758,16.4,NA1_5504691647,0,,Blue,1,Malphite,Riven,LeBlanc,Jhin,Poppy,Shaco,,Galio,Darius,Ezreal,Nocturne,Kha'Zix,Ahri,Vayne,Amumu
22759,16.4,NA1_5504691647,1,,Red,0,Nocturne,Kha'Zix,Ahri,Vayne,Amumu,Braum,Ambessa,Nautilus,Yuumi,Zed,Malphite,Riven,LeBlanc,Jhin,Poppy
22760,16.5,NA1_5505547485,1,,Blue,1,Renekton,Lee Sin,Mel,Ashe,Seraphine,Yasuo,Kled,Twitch,Ambessa,Bel'Veth,Sion,Qiyana,Veigar,Kalista,Pyke
22761,16.5,NA1_5505547485,0,,Red,0,Sion,Qiyana,Veigar,Kalista,Pyke,Riven,Malphite,Aatrox,Jayce,Vex,Renekton,Lee Sin,Mel,Ashe,Seraphine
22762,16.4,NA1_5505388909,1,,Blue,1,Renekton,Rek'Sai,Ryze,Varus,Bard,Anivia,Kha'Zix,Rengar,,Pyke,Urgot,Karthus,Katarina,Lucian,Nami
22763,16.4,NA1_5505388909,0,,Red,0,Urgot,Karthus,Katarina,Lucian,Nami,Ambessa,Yasuo,Viego,Kindred,Mel,Renekton,Rek'Sai,Ryze,Varus,Bard
22764,16.4,NA1_5502926274,1,,Blue,1,Rumble,Graves,Ahri,Yunara,Nautilus,Draven,Diana,Braum,Alistar,Zed,Irelia,Jayce,Orianna,Corki,Karma
22765,16.4,NA1_5502926274,0,,Red,0,Irelia,Jayce,Orianna,Corki,Karma,Pyke,,,Viego,,Rumble,Graves,Ahri,Yunara,Nautilus
22766,16.4,NA1_5503073002,1,,Blue,1,Ambessa,Amumu,Katarina,Samira,Nautilus,Dr. Mundo,Qiyana,Talon,Galio,Jayce,Varus,Naafiri,Aurora,Jhin,Zoe
22767,16.4,NA1_5503073002,0,,Red,0,Varus,Naafiri,Aurora,Jhin,Zoe,Morgana,Draven,Mel,Yasuo,Malphite,Ambessa,Amumu,Katarina,Samira,Nautilus
22768,16.4,NA1_5500552954,1,,Blue,1,Singed,Talon,Yasuo,Xayah,Karma,Malphite,Aphelios,Jayce,Graves,Riven,Darius,Camille,Ahri,Yunara,Yuumi
22769,16.4,NA1_5500552954,0,,Red,0,Darius,Camille,Ahri,Yunara,Yuumi,Rengar,Riven,Ambessa,Ryze,Leona,Singed,Talon,Yasuo,Xayah,Karma
22770,16.4,NA1_5499388827,0,,Blue,1,Malphite,Karthus,Poppy,Caitlyn,Lissandra,Twitch,Rengar,Milio,Orianna,Yasuo,Cassiopeia,Brand,Viktor,Aphelios,Lulu
22771,16.4,NA1_5499388827,1,,Red,0,Cassiopeia,Brand,Viktor,Aphelios,Lulu,Ambessa,,Pyke,Akali,Rengar,Malphite,Karthus,Poppy,Caitlyn,Lissandra
22772,16.4,NA1_5502530878,0,,Blue,1,Sion,Pantheon,Taliyah,Ezreal,Karma,Braum,Qiyana,Yasuo,Riven,Kha'Zix,Rek'Sai,Jayce,Veigar,Jinx,Pyke
22773,16.4,NA1_5502530878,1,,Red,0,Rek'Sai,Jayce,Veigar,Jinx,Pyke,Draven,Bard,Talon,Kassadin,Urgot,Sion,Pantheon,Taliyah,Ezreal,Karma
22774,16.4,NA1_5502953269,1,,Blue,1,Rumble,Rengar,Vex,Corki,Milio,Varus,Braum,Wukong,Tryndamere,Mel,Aatrox,Ambessa,Yasuo,Miss Fortune,Swain
22775,16.4,NA1_5502953269,0,,Red,0,Aatrox,Ambessa,Yasuo,Miss Fortune,Swain,Taliyah,Nami,Sivir,Graves,Jax,Rumble,Rengar,Vex,Corki,Milio
22776,16.5,NA1_5505653792,0,,Blue,1,Jayce,Nocturne,Zed,Karthus,Thresh,Qiyana,Zac,Malphite,LeBlanc,Pyke,Aurora,Nidalee,Yasuo,Vayne,Bard
22777,16.5,NA1_5505653792,1,,Red,0,Aurora,Nidalee,Yasuo,Vayne,Bard,Mel,Malphite,Akali,Qiyana,Ambessa,Jayce,Nocturne,Zed,Karthus,Thresh
22778,16.4,NA1_5498489515,0,,Blue,1,Yone,Naafiri,Garen,Mel,Neeko,Draven,Pyke,Jax,Ryze,Rengar,Darius,Kha'Zix,Kayle,Smolder,Alistar
22779,16.4,NA1_5498489515,1,,Red,0,Darius,Kha'Zix,Kayle,Smolder,Alistar,Gwen,LeBlanc,Draven,Riven,Sylas,Yone,Naafiri,Garen,Mel,Neeko
22780,16.4,NA1_5502173873,0,,Blue,1,Poppy,Briar,Diana,Vayne,Thresh,,Varus,Talon,Riven,Rengar,Gangplank,Bel'Veth,Zed,Vladimir,Rell
22781,16.4,NA1_5502173873,1,,Red,0,Gangplank,Bel'Veth,Zed,Vladimir,Rell,Rek'Sai,Kindred,Caitlyn,Akali,Janna,Poppy,Briar,Diana,Vayne,Thresh
22782,16.4,NA1_5502041621,0,,Blue,1,Jax,Graves,Syndra,Jhin,Bard,Ekko,Lee Sin,Fiora,Nunu & Willump,Ezreal,Rumble,Xin Zhao,Zoe,Jinx,Rell
22783,16.4,NA1_5502041621,1,,Red,0,Rumble,Xin Zhao,Zoe,Jinx,Rell,Yasuo,Zaahen,Nocturne,Shen,Aatrox,Jax,Graves,Syndra,Jhin,Bard
22784,16.4,NA1_5501393506,0,,Blue,1,Vel'Koz,Nidalee,Nasus,Corki,Nami,Tryndamere,Swain,Caitlyn,Thresh,Bel'Veth,Urgot,Nunu & Willump,Yone,Yunara,Anivia
22785,16.4,NA1_5501393506,1,,Red,0,Urgot,Nunu & Willump,Yone,Yunara,Anivia,Thresh,Yasuo,Zaahen,Ekko,Vayne,Vel'Koz,Nidalee,Nasus,Corki,Nami
22786,16.5,NA1_5505590244,0,,Blue,1,Fiora,Xin Zhao,Talon,Kog'Maw,Zilean,Rumble,Ivern,Nautilus,Pyke,Hwei,Wukong,Rek'Sai,Ahri,Neeko,Nami
22787,16.5,NA1_5505590244,1,,Red,0,Wukong,Rek'Sai,Ahri,Neeko,Nami,Zed,Mel,Gwen,,Riven,Fiora,Xin Zhao,Talon,Kog'Maw,Zilean
22788,16.4,NA1_5505004455,1,,Blue,1,Ezreal,Fiddlesticks,Fizz,Lux,Pantheon,Viego,Jax,Irelia,Sivir,Pyke,Jayce,Ambessa,Twisted Fate,Yunara,Karma
22789,16.4,NA1_5505004455,0,,Red,0,Jayce,Ambessa,Twisted Fate,Yunara,Karma,Kassadin,Master Yi,Nunu & Willump,Bel'Veth,Riven,Ezreal,Fiddlesticks,Fizz,Lux,Pantheon
22790,16.4,NA1_5505343626,1,,Blue,1,Akali,Rengar,Vex,Corki,Nami,Soraka,Kennen,Kindred,Zed,Pyke,Jax,Xin Zhao,Qiyana,Kai'Sa,Braum
22791,16.4,NA1_5505343626,0,,Red,0,Jax,Xin Zhao,Qiyana,Kai'Sa,Braum,Tahm Kench,Bel'Veth,,Fiddlesticks,,Akali,Rengar,Vex,Corki,Nami
22792,16.4,NA1_5501321316,1,,Blue,1,Gnar,Rengar,Aurora,Hwei,Rakan,Yuumi,Sivir,Pyke,Zilean,Katarina,Singed,Graves,Ambessa,Mel,Rell
22793,16.4,NA1_5501321316,0,,Red,0,Singed,Graves,Ambessa,Mel,Rell,Kayle,Sivir,Yasuo,Pyke,Kha'Zix,Gnar,Rengar,Aurora,Hwei,Rakan
22794,16.3,NA1_5495316723,0,,Blue,1,Singed,Kha'Zix,Viktor,Lucian,Braum,Urgot,Rengar,Yasuo,Draven,Pyke,Olaf,Viego,Syndra,Sivir,Thresh
22795,16.3,NA1_5495316723,1,,Red,0,Olaf,Viego,Syndra,Sivir,Thresh,Zed,Anivia,Nautilus,Ambessa,Gwen,Singed,Kha'Zix,Viktor,Lucian,Braum
22796,16.4,NA1_5504981254,0,,Blue,1,Fiora,Gwen,Azir,Draven,Senna,LeBlanc,Neeko,Ambessa,Zaahen,Malphite,Yone,Zac,Nasus,Aphelios,Nautilus
22797,16.4,NA1_5504981254,1,,Red,0,Yone,Zac,Nasus,Aphelios,Nautilus,Poppy,Jax,Hwei,Pyke,Morgana,Fiora,Gwen,Azir,Draven,Senna
22798,16.4,NA1_5499696591,1,,Blue,1,Urgot,Qiyana,Ahri,Caitlyn,Karma,Lux,Viktor,Fiora,Diana,Blitzcrank,Briar,Viego,Orianna,Jinx,Thresh
22799,16.4,NA1_5499696591,0,,Red,0,Briar,Viego,Orianna,Jinx,Thresh,Akali,Zyra,Yuumi,Jax,,Urgot,Qiyana,Ahri,Caitlyn,Karma
22800,16.4,NA1_5505009008,0,,Blue,1,Darius,Xin Zhao,Yone,Vel'Koz,Senna,Sivir,Blitzcrank,Ambessa,Yasuo,Kha'Zix,Ryze,Talon,Sylas,Jhin,Thresh
22801,16.4,NA1_5505009008,1,,Red,0,Ryze,Talon,Sylas,Jhin,Thresh,Gwen,Anivia,Irelia,Kha'Zix,Lee Sin,Darius,Xin Zhao,Yone,Vel'Koz,Senna
22802,16.4,NA1_5499869455,1,,Blue,1,Zaahen,Lee Sin,Kassadin,Lux,Morgana,Olaf,Mel,Sivir,,,Ambessa,Graves,Ahri,Syndra,Karma
22803,16.4,NA1_5499869455,0,,Red,0,Ambessa,Graves,Ahri,Syndra,Karma,Garen,Zoe,Kha'Zix,Blitzcrank,Draven,Zaahen,Lee Sin,Kassadin,Lux,Morgana
22804,16.4,NA1_5504290047,1,,Blue,1,Aatrox,Lee Sin,Ekko,Yunara,Lulu,Pyke,Jayce,Veigar,Leona,LeBlanc,Yasuo,Rengar,Lux,Tryndamere,Pantheon
22805,16.4,NA1_5504290047,0,,Red,0,Yasuo,Rengar,Lux,Tryndamere,Pantheon,Zed,Janna,Sivir,Renekton,Kindred,Aatrox,Lee Sin,Ekko,Yunara,Lulu
22806,16.4,NA1_5495771367,1,,Blue,1,Ambessa,Volibear,Ahri,Lucian,Sona,Bel'Veth,Karthus,Kindred,Pyke,Kled,Yasuo,Fizz,Sylas,Kai'Sa,Nautilus
22807,16.4,NA1_5495771367,0,,Red,0,Yasuo,Fizz,Sylas,Kai'Sa,Nautilus,Senna,Jax,,Mel,Jayce,Ambessa,Volibear,Ahri,Lucian,Sona
22808,16.4,NA1_5505026032,1,,Blue,1,Ornn,Nocturne,Viktor,Ezreal,Rakan,Neeko,Mel,Bel'Veth,Talon,Yasuo,Urgot,Dr. Mundo,LeBlanc,Jhin,Vel'Koz
22809,16.4,NA1_5505026032,0,,Red,0,Urgot,Dr. Mundo,LeBlanc,Jhin,Vel'Koz,Rengar,Pyke,Graves,Braum,Gwen,Ornn,Nocturne,Viktor,Ezreal,Rakan
22810,16.4,NA1_5501733739,0,,Blue,1,Udyr,Jarvan IV,Lux,Samira,Bard,Rengar,Caitlyn,Qiyana,Lee Sin,Renekton,Kayle,Graves,Taliyah,Sivir,Sona
22811,16.4,NA1_5501733739,1,,Red,0,Kayle,Graves,Taliyah,Sivir,Sona,Akshan,Talon,Nautilus,Ambessa,Jax,Udyr,Jarvan IV,Lux,Samira,Bard
22812,16.4,NA1_5498956172,1,,Blue,1,Garen,Jarvan IV,Ezreal,Ahri,Seraphine,Ivern,Pyke,Nasus,Nami,Dr. Mundo,Malphite,Ambessa,Akshan,Mel,Rakan
22813,16.4,NA1_5498956172,0,,Red,0,Malphite,Ambessa,Akshan,Mel,Rakan,Ekko,Kha'Zix,Syndra,Yasuo,Sona,Garen,Jarvan IV,Ezreal,Ahri,Seraphine
22814,16.4,NA1_5499090792,0,,Blue,1,Renekton,Viego,Ahri,Kai'Sa,Lulu,Hecarim,Kha'Zix,Blitzcrank,Qiyana,Mel,Gangplank,Zaahen,Sylas,Yunara,Syndra
22815,16.4,NA1_5499090792,1,,Red,0,Gangplank,Zaahen,Sylas,Yunara,Syndra,Draven,Shaco,Pyke,Kha'Zix,Riven,Renekton,Viego,Ahri,Kai'Sa,Lulu
22816,16.4,NA1_5501634354,0,,Blue,1,K'Sante,Vi,Anivia,Sivir,Nami,,Hwei,Draven,Blitzcrank,Kha'Zix,Zaahen,Graves,Annie,Ezreal,Sona
22817,16.4,NA1_5501634354,1,,Red,0,Zaahen,Graves,Annie,Ezreal,Sona,Jax,Dr. Mundo,Pyke,,Lee Sin,K'Sante,Vi,Anivia,Sivir,Nami
22818,16.4,NA1_5499377911,1,,Blue,1,Darius,Vayne,Katarina,Xayah,Rakan,Yunara,Tristana,Vladimir,Jayce,Riven,Cho'Gath,Pantheon,Veigar,Twitch,Pyke
22819,16.4,NA1_5499377911,0,,Red,0,Cho'Gath,Pantheon,Veigar,Twitch,Pyke,Draven,Lux,Varus,Neeko,Zed,Darius,Vayne,Katarina,Xayah,Rakan
22820,16.4,NA1_5501463661,0,,Blue,1,Heimerdinger,Ambessa,Viktor,Corki,Nautilus,Nunu & Willump,Fiora,Braum,Dr. Mundo,Kha'Zix,Yone,Master Yi,Orianna,Ezreal,Swain
22821,16.4,NA1_5501463661,1,,Red,0,Yone,Master Yi,Orianna,Ezreal,Swain,Akali,Riven,Sylas,Sivir,Kha'Zix,Heimerdinger,Ambessa,Viktor,Corki,Nautilus
22822,16.4,NA1_5504826650,1,,Blue,1,Yasuo,Elise,Twisted Fate,Senna,Thresh,Riven,Bel'Veth,Zac,Mel,Lulu,Nocturne,Zed,Ahri,Smolder,Sona
22823,16.4,NA1_5504826650,0,,Red,0,Nocturne,Zed,Ahri,Smolder,Sona,Caitlyn,Kha'Zix,Mel,Ambessa,Talon,Yasuo,Elise,Twisted Fate,Senna,Thresh
22824,16.4,NA1_5499909266,0,,Blue,1,Cho'Gath,Viego,Ahri,Nilah,Bard,Yasuo,Janna,Zed,Caitlyn,Malphite,Zaahen,Xin Zhao,Akali,Lux,Alistar
22825,16.4,NA1_5499909266,1,,Red,0,Zaahen,Xin Zhao,Akali,Lux,Alistar,Ambessa,Pyke,Nunu & Willump,Lucian,Vex,Cho'Gath,Viego,Ahri,Nilah,Bard
22826,16.4,NA1_5503870212,1,,Blue,1,Riven,Mordekaiser,Orianna,Twitch,Thresh,Miss Fortune,,Sona,Nunu & Willump,Graves,Jayce,Hecarim,Annie,Mel,Amumu
22827,16.4,NA1_5503870212,0,,Red,0,Jayce,Hecarim,Annie,Mel,Amumu,Leona,Sylas,,Vayne,Kha'Zix,Riven,Mordekaiser,Orianna,Twitch,Thresh
22828,16.4,NA1_5497963256,0,,Blue,1,Jax,Rek'Sai,Yone,Hwei,Nidalee,Sona,Graves,Akshan,Sivir,Jayce,Garen,Kindred,Twisted Fate,Corki,Nami
22829,16.4,NA1_5497963256,1,,Red,0,Garen,Kindred,Twisted Fate,Corki,Nami,Syndra,Riven,Pyke,Kennen,Azir,Jax,Rek'Sai,Yone,Hwei,Nidalee
22830,16.4,NA1_5502201091,1,,Blue,1,Singed,Xin Zhao,Ryze,Miss Fortune,Soraka,Blitzcrank,Ambessa,Nautilus,Urgot,Zed,Dr. Mundo,Jarvan IV,Ekko,Smolder,Karma
22831,16.4,NA1_5502201091,0,,Red,0,Dr. Mundo,Jarvan IV,Ekko,Smolder,Karma,Udyr,Pyke,Riven,Zed,Draven,Singed,Xin Zhao,Ryze,Miss Fortune,Soraka
22832,16.4,NA1_5504011090,1,,Blue,1,Malphite,Graves,Viktor,Karthus,Poppy,Anivia,Sylas,Kha'Zix,Master Yi,Akali,Cho'Gath,Ambessa,Katarina,Jhin,Sejuani
22833,16.4,NA1_5504011090,0,,Red,0,Cho'Gath,Ambessa,Katarina,Jhin,Sejuani,Draven,Sona,Gwen,,Kha'Zix,Malphite,Graves,Viktor,Karthus,Poppy
22834,16.4,NA1_5499851534,1,,Blue,1,Yorick,Shaco,Anivia,Udyr,Poppy,Aphelios,Kha'Zix,Nami,Rengar,Ezreal,Urgot,Aatrox,Veigar,Lux,Janna
22835,16.4,NA1_5499851534,0,,Red,0,Urgot,Aatrox,Veigar,Lux,Janna,Bard,Fiora,Nami,Kassadin,Fiddlesticks,Yorick,Shaco,Anivia,Udyr,Poppy
22836,16.4,NA1_5499993144,0,,Blue,1,Singed,Trundle,Yasuo,Jhin,Soraka,Akshan,Bel'Veth,Fiora,Pyke,Rengar,Ornn,Diana,Talon,Yunara,Nami
22837,16.4,NA1_5499993144,1,,Red,0,Ornn,Diana,Talon,Yunara,Nami,Garen,Draven,Rengar,,Kha'Zix,Singed,Trundle,Yasuo,Jhin,Soraka
22838,16.4,NA1_5501324497,0,,Blue,1,Akali,Nocturne,Viktor,Ezreal,Janna,Master Yi,Lucian,Shaco,Zed,Renekton,Gangplank,Trundle,Aurora,Caitlyn,Neeko
22839,16.4,NA1_5501324497,1,,Red,0,Gangplank,Trundle,Aurora,Caitlyn,Neeko,Kha'Zix,Graves,Zed,Malphite,Karma,Akali,Nocturne,Viktor,Ezreal,Janna
22840,16.4,NA1_5504690112,0,,Blue,1,Veigar,Graves,Akshan,Jinx,Nautilus,Talon,Draven,Yasuo,Olaf,Varus,Gnar,Elise,Kassadin,Ezreal,Karma
22841,16.4,NA1_5504690112,1,,Red,0,Gnar,Elise,Kassadin,Ezreal,Karma,Kai'Sa,Jayce,Mel,Draven,Kha'Zix,Veigar,Graves,Akshan,Jinx,Nautilus
22842,16.4,NA1_5501963352,0,,Blue,1,Malphite,Xin Zhao,Brand,Xayah,Pantheon,Mel,Jinx,Rek'Sai,Amumu,Zed,Ornn,Zaahen,Orianna,Caitlyn,Zilean
22843,16.4,NA1_5501963352,1,,Red,0,Ornn,Zaahen,Orianna,Caitlyn,Zilean,Nautilus,,Zed,Zac,Dr. Mundo,Malphite,Xin Zhao,Brand,Xayah,Pantheon
22844,16.3,NA1_5495320020,0,,Blue,1,Anivia,Volibear,Qiyana,Kai'Sa,Nautilus,Yasuo,Yone,Draven,Vladimir,Ambessa,Zaahen,Evelynn,Cho'Gath,Senna,Tahm Kench
22845,16.3,NA1_5495320020,1,,Red,0,Zaahen,Evelynn,Cho'Gath,Senna,Tahm Kench,Neeko,Diana,Gangplank,Bard,Yasuo,Anivia,Volibear,Qiyana,Kai'Sa,Nautilus
22846,16.5,NA1_5505670397,1,,Blue,1,Renekton,Graves,Veigar,Ezreal,Bard,Tryndamere,Gwen,Nasus,Draven,Lux,Singed,Ambessa,Yone,Jhin,Sona
22847,16.5,NA1_5505670397,0,,Red,0,Singed,Ambessa,Yone,Jhin,Sona,Shaco,Irelia,Anivia,Pyke,Caitlyn,Renekton,Graves,Veigar,Ezreal,Bard
22848,16.4,NA1_5504083752,0,,Blue,1,Garen,Wukong,Taliyah,Miss Fortune,Nami,Yasuo,Gwen,Katarina,Riven,Braum,Darius,Rek'Sai,Syndra,Draven,Karma
22849,16.4,NA1_5504083752,1,,Red,0,Darius,Rek'Sai,Syndra,Draven,Karma,Ambessa,,Malphite,Caitlyn,Akali,Garen,Wukong,Taliyah,Miss Fortune,Nami
22850,16.4,NA1_5504634596,1,,Blue,1,Yone,Shaco,Veigar,Kai'Sa,Rell,Zed,Graves,Jax,Rengar,Pyke,Shen,Nunu & Willump,Nasus,Viego,Senna
22851,16.4,NA1_5504634596,0,,Red,0,Shen,Nunu & Willump,Nasus,Viego,Senna,Lulu,Tryndamere,Draven,Swain,Zac,Yone,Shaco,Veigar,Kai'Sa,Rell
22852,16.4,NA1_5504896046,0,,Blue,1,Renekton,Graves,Ekko,Ezreal,Ashe,Yasuo,,Rek'Sai,Pyke,Dr. Mundo,Zaahen,Xin Zhao,Orianna,Brand,Senna
22853,16.4,NA1_5504896046,1,,Red,0,Zaahen,Xin Zhao,Orianna,Brand,Senna,Olaf,Zed,Samira,Fiddlesticks,Nautilus,Renekton,Graves,Ekko,Ezreal,Ashe
22854,16.4,NA1_5504443820,0,,Blue,1,Jayce,Lee Sin,Hwei,Jinx,Nami,Shaco,Poppy,Hecarim,Draven,Gwen,Vladimir,Kha'Zix,Sylas,Caitlyn,Seraphine
